date,time,cash_type,card,price,coffee_name
2024-03-16,07:06,card,ANON-6568,3.73,Latte
2024-03-16,07:36,card,ANON-9499,2.03,Espresso
2024-03-16,08:05,card,ANON-5058,3.76,Latte
2024-03-16,08:21,card,ANON-6658,3.88,Flat White
2024-03-16,08:34,card,ANON-1471,2.53,Americano
2024-03-16,09:52,card,ANON-2430,3.77,Latte
2024-03-16,10:27,card,ANON-2272,2.9,Hot Chocolate
2024-03-16,11:35,card,ANON-4211,3.44,Cappuccino
2024-03-16,12:15,card,ANON-4068,3.57,Cappuccino
2024-03-16,12:51,card,ANON-5975,3.87,Flat White
2024-03-16,12:56,cash,,3.78,Latte
2024-03-16,13:16,card,ANON-5280,2.48,Americano
2024-03-16,15:44,card,ANON-5143,3.2,Cortado
2024-03-17,06:40,card,ANON-6556,2.49,Americano
2024-03-17,07:10,card,ANON-7625,2.5,Americano
2024-03-17,07:43,card,ANON-6170,3.96,Flat White
2024-03-17,10:51,card,ANON-9574,3.29,Cortado
2024-03-17,11:11,card,ANON-4119,3.84,Latte
2024-03-17,11:17,card,ANON-4912,3.87,Flat White
2024-03-17,12:10,card,ANON-4103,3.9,Flat White
2024-03-17,13:51,card,ANON-3077,3.8,Latte
2024-03-17,14:35,card,ANON-7903,2.55,Americano
2024-03-17,16:40,card,ANON-3415,3.85,Flat White
2024-03-18,06:25,card,ANON-4770,3.5,Cappuccino
2024-03-18,06:26,card,ANON-8904,2.04,Espresso
2024-03-18,07:33,card,ANON-6441,1.95,Espresso
2024-03-18,07:53,card,ANON-9645,1.96,Espresso
2024-03-18,08:02,card,ANON-8842,2.54,Americano
2024-03-18,08:13,card,ANON-9863,3.87,Latte
2024-03-18,08:31,card,ANON-4868,3.91,Flat White
2024-03-18,08:36,card,ANON-3144,2.96,Hot Chocolate
2024-03-18,08:40,card,ANON-2515,3.22,Cortado
2024-03-18,09:29,card,ANON-3178,1.95,Espresso
2024-03-18,10:23,card,ANON-8392,2.92,Hot Chocolate
2024-03-18,12:38,card,ANON-9837,3.55,Cappuccino
2024-03-18,15:13,card,ANON-6692,2.96,Hot Chocolate
2024-03-19,07:03,cash,,3.91,Flat White
2024-03-19,07:53,cash,,3.03,Hot Chocolate
2024-03-19,08:11,card,ANON-3970,3.84,Latte
2024-03-19,10:15,card,ANON-5910,2.97,Hot Chocolate
2024-03-19,10:37,card,ANON-9133,3.44,Cappuccino
2024-03-19,10:45,cash,,3.27,Cortado
2024-03-19,11:07,card,ANON-8503,3.79,Latte
2024-03-19,11:09,card,ANON-3142,3.19,Cortado
2024-03-19,11:12,card,ANON-3618,3.0,Hot Chocolate
2024-03-19,11:18,card,ANON-3688,2.49,Americano
2024-03-19,11:31,card,ANON-6389,3.82,Latte
2024-03-19,12:03,cash,,3.42,Cappuccino
2024-03-19,12:49,card,ANON-1136,1.97,Espresso
2024-03-19,13:24,cash,,3.28,Cortado
2024-03-19,13:32,card,ANON-7949,3.78,Latte
2024-03-19,14:10,cash,,3.83,Flat White
2024-03-19,15:50,card,ANON-8807,3.02,Hot Chocolate
2024-03-20,07:43,cash,,3.84,Latte
2024-03-20,08:45,card,ANON-7948,3.52,Cappuccino
2024-03-20,09:17,card,ANON-7836,3.82,Latte
2024-03-20,09:21,card,ANON-9833,3.06,Hot Chocolate
2024-03-20,09:49,card,ANON-6796,2.92,Hot Chocolate
2024-03-20,10:31,card,ANON-7163,3.52,Cappuccino
2024-03-20,10:39,cash,,3.01,Hot Chocolate
2024-03-20,10:40,card,ANON-4769,3.59,Cappuccino
2024-03-20,10:44,card,ANON-5438,1.98,Espresso
2024-03-20,10:51,cash,,2.93,Hot Chocolate
2024-03-20,11:06,card,ANON-7215,3.4,Cappuccino
2024-03-20,11:20,cash,,3.71,Latte
2024-03-20,11:31,card,ANON-4264,3.83,Latte
2024-03-20,13:43,card,ANON-2173,3.86,Flat White
2024-03-20,15:44,card,ANON-6792,3.36,Cappuccino
2024-03-21,06:11,card,ANON-1690,2.41,Americano
2024-03-21,06:12,card,ANON-5081,3.03,Hot Chocolate
2024-03-21,06:40,card,ANON-2939,3.0,Hot Chocolate
2024-03-21,09:32,card,ANON-1679,3.9,Flat White
2024-03-21,09:47,card,ANON-4837,3.95,Flat White
2024-03-21,10:02,card,ANON-9422,2.16,Espresso
2024-03-21,10:11,card,ANON-2353,2.51,Americano
2024-03-21,10:15,card,ANON-9921,3.86,Latte
2024-03-21,12:09,card,ANON-9843,2.03,Espresso
2024-03-21,12:27,card,ANON-9644,4.03,Flat White
2024-03-21,15:21,card,ANON-5661,3.27,Cortado
2024-03-21,16:47,card,ANON-6595,2.47,Americano
2024-03-22,06:16,card,ANON-4496,3.92,Flat White
2024-03-22,06:35,card,ANON-5796,3.0,Hot Chocolate
2024-03-22,07:31,card,ANON-1247,3.33,Cappuccino
2024-03-22,08:03,card,ANON-3410,3.81,Latte
2024-03-22,10:10,card,ANON-2026,2.95,Hot Chocolate
2024-03-22,10:57,card,ANON-6020,3.47,Cappuccino
2024-03-22,11:27,card,ANON-5293,3.07,Hot Chocolate
2024-03-22,11:52,card,ANON-7473,2.13,Espresso
2024-03-22,11:57,cash,,2.98,Hot Chocolate
2024-03-22,13:15,cash,,2.96,Hot Chocolate
2024-03-23,07:32,card,ANON-4261,3.87,Flat White
2024-03-23,09:08,card,ANON-5841,3.89,Latte
2024-03-23,09:27,card,ANON-1764,3.48,Cappuccino
2024-03-23,10:04,card,ANON-9851,2.53,Americano
2024-03-23,10:17,card,ANON-7637,2.9,Hot Chocolate
2024-03-23,10:59,card,ANON-6109,2.48,Americano
2024-03-23,11:40,card,ANON-5561,3.18,Cortado
2024-03-23,12:23,card,ANON-8190,2.98,Hot Chocolate
2024-03-23,17:29,card,ANON-2236,3.14,Cortado
2024-03-24,06:04,card,ANON-2069,3.02,Hot Chocolate
2024-03-24,06:37,cash,,3.82,Latte
2024-03-24,06:40,cash,,3.84,Latte
2024-03-24,09:25,card,ANON-4317,4.0,Flat White
2024-03-24,09:40,cash,,3.85,Latte
2024-03-24,10:27,card,ANON-9210,3.98,Flat White
2024-03-24,10:39,card,ANON-9281,3.9,Flat White
2024-03-24,11:47,card,ANON-1050,3.49,Cappuccino
2024-03-24,12:06,card,ANON-8838,4.0,Flat White
2024-03-24,13:00,card,ANON-5008,3.86,Latte
2024-03-24,13:49,cash,,3.9,Flat White
2024-03-24,13:57,cash,,3.56,Cappuccino
2024-03-24,14:20,card,ANON-6620,3.57,Cappuccino
2024-03-25,06:04,card,ANON-2726,3.83,Latte
2024-03-25,06:41,card,ANON-8202,3.86,Latte
2024-03-25,07:07,card,ANON-5710,3.72,Latte
2024-03-25,08:52,cash,,3.0,Hot Chocolate
2024-03-25,09:20,card,ANON-9266,2.51,Americano
2024-03-25,10:21,card,ANON-1343,2.53,Americano
2024-03-25,10:32,card,ANON-5975,1.93,Espresso
2024-03-25,10:42,card,ANON-4886,2.57,Americano
2024-03-25,10:44,card,ANON-6715,2.99,Hot Chocolate
2024-03-25,12:41,card,ANON-1597,2.66,Americano
2024-03-25,12:43,card,ANON-4370,2.02,Espresso
2024-03-25,15:57,card,ANON-8829,3.44,Cappuccino
2024-03-26,06:11,card,ANON-4225,3.02,Hot Chocolate
2024-03-26,06:44,card,ANON-5141,3.23,Cortado
2024-03-26,08:06,card,ANON-3477,1.89,Espresso
2024-03-26,08:51,card,ANON-2589,3.76,Latte
2024-03-26,09:20,card,ANON-1344,2.53,Americano
2024-03-26,09:57,card,ANON-5798,3.0,Hot Chocolate
2024-03-26,09:58,card,ANON-2813,3.82,Latte
2024-03-26,10:19,card,ANON-2458,3.83,Flat White
2024-03-26,12:30,card,ANON-1388,3.76,Latte
2024-03-26,12:36,cash,,2.85,Hot Chocolate
2024-03-26,13:55,card,ANON-4069,3.19,Cortado
2024-03-26,14:26,card,ANON-3389,3.81,Latte
2024-03-27,06:31,card,ANON-7360,3.57,Cappuccino
2024-03-27,06:33,card,ANON-1711,3.77,Latte
2024-03-27,06:33,card,ANON-2395,3.6,Cappuccino
2024-03-27,06:41,card,ANON-3482,3.51,Cappuccino
2024-03-27,07:18,card,ANON-9666,3.44,Cappuccino
2024-03-27,09:08,card,ANON-3789,3.93,Flat White
2024-03-27,09:11,card,ANON-6450,3.74,Latte
2024-03-27,09:58,cash,,3.53,Cappuccino
2024-03-27,10:17,card,ANON-4105,3.02,Hot Chocolate
2024-03-27,11:22,card,ANON-4122,2.44,Americano
2024-03-27,12:15,card,ANON-8905,1.97,Espresso
2024-03-27,12:31,card,ANON-2169,3.73,Latte
2024-03-28,06:09,card,ANON-8208,2.98,Hot Chocolate
2024-03-28,06:25,card,ANON-1334,2.02,Espresso
2024-03-28,07:27,card,ANON-4864,3.02,Hot Chocolate
2024-03-28,09:12,card,ANON-9716,1.99,Espresso
2024-03-28,09:39,card,ANON-1488,3.92,Flat White
2024-03-28,09:45,card,ANON-4505,2.93,Hot Chocolate
2024-03-28,09:49,card,ANON-1996,3.86,Flat White
2024-03-28,12:37,card,ANON-9670,3.8,Latte
2024-03-28,12:39,card,ANON-6907,3.22,Cortado
2024-03-28,12:49,cash,,3.47,Cappuccino
2024-03-28,13:36,card,ANON-6342,3.49,Cappuccino
2024-03-28,15:51,cash,,3.2,Cortado
2024-03-29,06:22,cash,,3.89,Latte
2024-03-29,06:31,card,ANON-5023,3.3,Cortado
2024-03-29,06:54,card,ANON-4230,3.85,Latte
2024-03-29,07:11,card,ANON-5186,3.45,Cappuccino
2024-03-29,08:00,card,ANON-5551,3.88,Latte
2024-03-29,08:18,card,ANON-9759,2.01,Espresso
2024-03-29,08:50,cash,,3.25,Cortado
2024-03-29,09:23,card,ANON-4898,3.86,Flat White
2024-03-29,09:40,card,ANON-8880,3.85,Latte
2024-03-29,09:58,card,ANON-9591,2.49,Americano
2024-03-29,10:09,cash,,3.99,Flat White
2024-03-29,12:28,card,ANON-5140,3.55,Cappuccino
2024-03-29,12:59,card,ANON-3077,3.6,Cappuccino
2024-03-29,13:54,card,ANON-8593,3.87,Flat White
2024-03-29,14:33,card,ANON-4133,3.49,Cappuccino
2024-03-30,06:41,cash,,2.03,Espresso
2024-03-30,07:37,card,ANON-5749,3.18,Cortado
2024-03-30,08:18,card,ANON-2868,2.98,Hot Chocolate
2024-03-30,09:07,card,ANON-5561,2.08,Espresso
2024-03-30,09:27,card,ANON-8137,1.93,Espresso
2024-03-30,09:32,card,ANON-6633,3.8,Latte
2024-03-30,09:35,card,ANON-4974,3.83,Latte
2024-03-30,10:05,card,ANON-5047,3.5,Cappuccino
2024-03-30,10:17,card,ANON-2029,3.86,Latte
2024-03-30,10:23,card,ANON-7826,3.85,Latte
2024-03-30,10:31,card,ANON-3481,3.84,Latte
2024-03-30,10:54,card,ANON-5588,2.45,Americano
2024-03-30,14:38,card,ANON-9658,3.78,Latte
2024-03-31,06:15,cash,,3.89,Flat White
2024-03-31,06:33,cash,,2.41,Americano
2024-03-31,06:40,card,ANON-1823,3.47,Cappuccino
2024-03-31,07:42,card,ANON-1380,3.05,Hot Chocolate
2024-03-31,08:19,card,ANON-8641,2.57,Americano
2024-03-31,08:59,card,ANON-8815,2.93,Hot Chocolate
2024-03-31,09:15,card,ANON-5247,3.71,Latte
2024-03-31,09:35,card,ANON-2854,3.02,Hot Chocolate
2024-03-31,10:00,card,ANON-6930,4.03,Flat White
2024-03-31,10:15,card,ANON-4812,3.9,Latte
2024-03-31,11:34,card,ANON-7124,3.86,Latte
2024-03-31,13:45,card,ANON-9924,3.56,Cappuccino
2024-03-31,14:28,card,ANON-3383,2.44,Americano
2024-03-31,16:45,card,ANON-7807,3.49,Cappuccino
2024-04-01,06:00,cash,,2.95,Hot Chocolate
2024-04-01,06:15,card,ANON-7071,3.97,Flat White
2024-04-01,06:15,cash,,3.42,Cappuccino
2024-04-01,06:27,card,ANON-9380,3.75,Latte
2024-04-01,06:41,cash,,3.54,Cappuccino
2024-04-01,06:50,card,ANON-3648,2.07,Espresso
2024-04-01,07:12,card,ANON-2293,3.82,Latte
2024-04-01,07:16,card,ANON-5568,3.31,Cortado
2024-04-01,08:51,card,ANON-2249,2.93,Hot Chocolate
2024-04-01,09:16,card,ANON-6456,3.59,Cappuccino
2024-04-01,09:16,card,ANON-6557,2.51,Americano
2024-04-01,09:22,card,ANON-2159,3.86,Latte
2024-04-01,09:24,card,ANON-1840,2.49,Americano
2024-04-01,09:57,card,ANON-7685,3.0,Hot Chocolate
2024-04-01,10:09,cash,,2.5,Americano
2024-04-01,10:10,card,ANON-3456,1.91,Espresso
2024-04-01,10:53,card,ANON-1635,3.86,Flat White
2024-04-01,10:59,card,ANON-3622,3.89,Latte
2024-04-01,11:22,card,ANON-2438,3.85,Latte
2024-04-01,12:00,card,ANON-4383,1.99,Espresso
2024-04-01,14:06,card,ANON-1148,3.48,Cappuccino
2024-04-01,14:32,card,ANON-1977,3.96,Flat White
2024-04-02,06:19,cash,,3.01,Hot Chocolate
2024-04-02,06:42,card,ANON-8950,3.4,Cappuccino
2024-04-02,06:47,card,ANON-7741,3.8,Latte
2024-04-02,07:31,cash,,3.55,Cappuccino
2024-04-02,08:20,card,ANON-9445,3.77,Latte
2024-04-02,10:20,cash,,3.17,Cortado
2024-04-02,11:26,cash,,3.4,Cappuccino
2024-04-02,12:03,card,ANON-7537,2.88,Hot Chocolate
2024-04-02,12:21,card,ANON-7958,2.01,Espresso
2024-04-02,12:47,card,ANON-8255,2.56,Americano
2024-04-02,15:54,card,ANON-5518,3.2,Cortado
2024-04-02,17:41,card,ANON-3938,2.51,Americano
2024-04-02,18:14,card,ANON-3885,3.05,Hot Chocolate
2024-04-03,06:03,card,ANON-1787,3.7,Latte
2024-04-03,06:26,card,ANON-2501,3.42,Cappuccino
2024-04-03,06:51,card,ANON-9247,3.76,Latte
2024-04-03,09:25,card,ANON-3253,3.5,Cappuccino
2024-04-03,09:44,card,ANON-4527,3.5,Cappuccino
2024-04-03,09:54,cash,,2.56,Americano
2024-04-03,10:31,card,ANON-1256,3.18,Cortado
2024-04-03,10:46,card,ANON-3632,3.52,Cappuccino
2024-04-03,11:16,card,ANON-7846,2.03,Espresso
2024-04-03,12:37,card,ANON-8706,3.8,Latte
2024-04-03,12:53,card,ANON-6346,2.47,Americano
2024-04-03,14:20,cash,,2.57,Americano
2024-04-03,14:35,card,ANON-3745,2.5,Americano
2024-04-03,15:37,cash,,2.0,Espresso
2024-04-04,07:46,card,ANON-6707,3.42,Cappuccino
2024-04-04,08:15,card,ANON-3112,3.45,Cappuccino
2024-04-04,08:33,card,ANON-8607,3.49,Cappuccino
2024-04-04,08:44,cash,,1.91,Espresso
2024-04-04,08:47,card,ANON-1717,2.48,Americano
2024-04-04,08:58,card,ANON-9427,3.92,Flat White
2024-04-04,09:34,card,ANON-2032,2.02,Espresso
2024-04-04,09:37,card,ANON-3571,2.97,Hot Chocolate
2024-04-04,10:21,card,ANON-3638,3.5,Cappuccino
2024-04-04,10:22,cash,,3.04,Hot Chocolate
2024-04-04,10:53,cash,,2.49,Americano
2024-04-04,11:27,card,ANON-2816,3.45,Cappuccino
2024-04-04,11:38,cash,,3.82,Flat White
2024-04-04,13:03,card,ANON-7423,3.45,Cappuccino
2024-04-04,17:00,card,ANON-2089,2.96,Hot Chocolate
2024-04-04,17:45,card,ANON-6958,3.49,Cappuccino
2024-04-05,06:17,card,ANON-5657,3.48,Cappuccino
2024-04-05,06:44,card,ANON-6154,3.57,Cappuccino
2024-04-05,06:47,card,ANON-3100,3.87,Latte
2024-04-05,06:49,card,ANON-9335,3.89,Latte
2024-04-05,06:53,card,ANON-4829,3.8,Flat White
2024-04-05,07:22,card,ANON-6104,2.08,Espresso
2024-04-05,09:39,card,ANON-1417,2.98,Hot Chocolate
2024-04-05,09:39,card,ANON-6278,1.99,Espresso
2024-04-05,09:49,card,ANON-9150,3.83,Latte
2024-04-05,09:56,card,ANON-1234,2.54,Americano
2024-04-05,12:16,cash,,3.47,Cappuccino
2024-04-05,12:46,card,ANON-5743,3.83,Flat White
2024-04-05,13:52,card,ANON-6868,3.76,Latte
2024-04-05,14:28,card,ANON-3895,1.93,Espresso
2024-04-06,06:43,card,ANON-3183,2.43,Americano
2024-04-06,08:38,card,ANON-8868,3.99,Flat White
2024-04-06,11:16,card,ANON-9647,3.49,Cappuccino
2024-04-06,11:25,card,ANON-1442,2.59,Americano
2024-04-06,12:54,card,ANON-6999,3.76,Latte
2024-04-06,12:58,card,ANON-7171,3.27,Cortado
2024-04-06,13:22,card,ANON-8531,3.14,Cortado
2024-04-06,13:53,card,ANON-4855,3.98,Flat White
2024-04-07,08:05,card,ANON-9019,2.08,Espresso
2024-04-07,09:23,card,ANON-7462,3.94,Flat White
2024-04-07,09:44,cash,,2.05,Espresso
2024-04-07,09:46,cash,,3.95,Flat White
2024-04-07,10:34,card,ANON-1519,3.81,Latte
2024-04-07,11:15,card,ANON-1011,2.97,Hot Chocolate
2024-04-07,11:59,card,ANON-3851,2.45,Americano
2024-04-07,13:21,card,ANON-7344,3.93,Flat White
2024-04-07,13:47,card,ANON-4598,3.48,Cappuccino
2024-04-07,13:49,cash,,3.04,Hot Chocolate
2024-04-08,06:03,cash,,2.93,Hot Chocolate
2024-04-08,06:07,card,ANON-3352,1.99,Espresso
2024-04-08,06:25,card,ANON-9500,3.48,Cappuccino
2024-04-08,06:36,card,ANON-5102,3.82,Latte
2024-04-08,08:53,card,ANON-5112,3.13,Cortado
2024-04-08,09:13,card,ANON-4749,3.89,Flat White
2024-04-08,09:30,cash,,3.86,Latte
2024-04-08,09:46,card,ANON-2953,3.18,Cortado
2024-04-08,10:35,card,ANON-2292,3.8,Latte
2024-04-08,12:30,card,ANON-9883,3.9,Flat White
2024-04-08,15:59,card,ANON-6985,3.48,Cappuccino
2024-04-09,06:16,card,ANON-4958,2.01,Espresso
2024-04-09,06:23,cash,,2.52,Americano
2024-04-09,07:00,card,ANON-8176,2.46,Americano
2024-04-09,07:19,card,ANON-9197,1.98,Espresso
2024-04-09,07:48,card,ANON-3641,3.52,Cappuccino
2024-04-09,08:08,card,ANON-7993,1.99,Espresso
2024-04-09,09:25,card,ANON-3425,3.19,Cortado
2024-04-09,09:27,card,ANON-9859,3.53,Cappuccino
2024-04-09,11:37,card,ANON-9809,3.11,Hot Chocolate
2024-04-09,12:06,card,ANON-9445,3.0,Hot Chocolate
2024-04-09,12:48,cash,,3.95,Flat White
2024-04-09,13:05,card,ANON-4167,3.14,Cortado
2024-04-09,13:39,cash,,3.84,Latte
2024-04-09,14:40,card,ANON-8044,3.55,Cappuccino
2024-04-09,14:42,card,ANON-4606,3.44,Cappuccino
2024-04-10,06:21,cash,,3.76,Latte
2024-04-10,06:52,cash,,3.56,Cappuccino
2024-04-10,07:23,card,ANON-7208,2.42,Americano
2024-04-10,08:10,card,ANON-9811,3.53,Cappuccino
2024-04-10,08:47,card,ANON-5174,3.2,Cortado
2024-04-10,09:00,card,ANON-9070,3.58,Cappuccino
2024-04-10,09:38,card,ANON-3924,3.48,Cappuccino
2024-04-10,10:24,card,ANON-8954,3.87,Flat White
2024-04-10,10:41,card,ANON-5984,3.52,Cappuccino
2024-04-10,11:25,cash,,3.47,Cappuccino
2024-04-10,11:43,cash,,4.0,Flat White
2024-04-10,13:01,card,ANON-8528,3.5,Cappuccino
2024-04-10,14:27,card,ANON-2737,3.84,Flat White
2024-04-11,06:19,cash,,3.87,Flat White
2024-04-11,06:36,card,ANON-2423,3.81,Latte
2024-04-11,06:42,cash,,3.52,Cappuccino
2024-04-11,07:53,card,ANON-9724,3.8,Latte
2024-04-11,08:11,card,ANON-5759,2.05,Espresso
2024-04-11,09:08,cash,,3.83,Latte
2024-04-11,11:19,card,ANON-7918,3.81,Flat White
2024-04-11,11:36,card,ANON-1439,2.02,Espresso
2024-04-11,11:37,card,ANON-5166,3.02,Hot Chocolate
2024-04-11,12:31,card,ANON-3132,3.23,Cortado
2024-04-11,12:36,card,ANON-5812,3.06,Hot Chocolate
2024-04-11,13:28,card,ANON-7657,3.25,Cortado
2024-04-11,13:45,cash,,3.24,Cortado
2024-04-11,13:50,card,ANON-7388,3.79,Latte
2024-04-12,06:04,card,ANON-2027,2.03,Espresso
2024-04-12,06:49,card,ANON-1295,2.03,Espresso
2024-04-12,07:52,card,ANON-8303,3.5,Cappuccino
2024-04-12,08:24,cash,,2.52,Americano
2024-04-12,09:47,card,ANON-2111,3.63,Cappuccino
2024-04-12,12:12,card,ANON-1427,3.49,Cappuccino
2024-04-12,13:55,card,ANON-2168,3.79,Latte
2024-04-13,06:44,card,ANON-5290,3.5,Cappuccino
2024-04-13,06:49,cash,,3.84,Latte
2024-04-13,07:53,card,ANON-4952,3.75,Latte
2024-04-13,07:54,card,ANON-1638,2.47,Americano
2024-04-13,08:12,card,ANON-6842,3.93,Flat White
2024-04-13,08:34,card,ANON-9575,3.82,Latte
2024-04-13,10:07,card,ANON-2199,2.43,Americano
2024-04-13,10:25,card,ANON-4250,3.81,Latte
2024-04-13,10:42,cash,,3.47,Cappuccino
2024-04-13,10:58,card,ANON-5393,3.91,Flat White
2024-04-13,11:16,card,ANON-2271,3.52,Cappuccino
2024-04-13,11:19,card,ANON-2992,2.51,Americano
2024-04-13,11:36,cash,,2.46,Americano
2024-04-13,11:37,card,ANON-8900,3.53,Cappuccino
2024-04-13,12:22,card,ANON-7984,3.78,Latte
2024-04-13,12:23,card,ANON-4858,2.53,Americano
2024-04-14,06:09,card,ANON-7738,2.43,Americano
2024-04-14,06:17,card,ANON-5845,1.97,Espresso
2024-04-14,07:55,card,ANON-3989,3.91,Flat White
2024-04-14,08:54,card,ANON-4567,3.0,Hot Chocolate
2024-04-14,09:10,card,ANON-1360,3.51,Cappuccino
2024-04-14,09:28,card,ANON-3366,3.47,Cappuccino
2024-04-14,09:32,card,ANON-5338,3.75,Latte
2024-04-14,09:55,card,ANON-4833,3.28,Cortado
2024-04-14,10:15,cash,,3.76,Latte
2024-04-14,11:32,card,ANON-3159,2.03,Espresso
2024-04-14,11:44,cash,,2.08,Espresso
2024-04-14,12:32,card,ANON-3660,1.94,Espresso
2024-04-14,12:59,cash,,3.78,Latte
2024-04-14,13:21,card,ANON-1031,3.93,Flat White
2024-04-14,13:44,card,ANON-2386,3.02,Hot Chocolate
2024-04-14,14:20,cash,,3.09,Hot Chocolate
2024-04-14,14:26,cash,,2.5,Americano
2024-04-14,15:12,card,ANON-1868,3.85,Flat White
2024-04-15,06:03,card,ANON-4959,2.5,Americano
2024-04-15,06:16,card,ANON-9130,1.98,Espresso
2024-04-15,06:21,card,ANON-6145,3.79,Latte
2024-04-15,07:55,cash,,2.46,Americano
2024-04-15,09:38,cash,,3.57,Cappuccino
2024-04-15,09:52,card,ANON-5869,2.45,Americano
2024-04-15,10:07,cash,,3.79,Latte
2024-04-15,10:12,cash,,3.01,Hot Chocolate
2024-04-15,11:05,cash,,3.79,Latte
2024-04-15,11:46,card,ANON-7889,3.48,Cappuccino
2024-04-15,13:18,card,ANON-3848,3.78,Latte
2024-04-15,13:32,card,ANON-1429,3.18,Cortado
2024-04-15,13:44,card,ANON-7311,1.98,Espresso
2024-04-15,14:53,card,ANON-8884,2.53,Americano
2024-04-16,06:06,card,ANON-5385,3.48,Cappuccino
2024-04-16,06:19,card,ANON-4954,3.89,Flat White
2024-04-16,06:25,card,ANON-6453,3.17,Cortado
2024-04-16,07:59,cash,,3.44,Cappuccino
2024-04-16,08:13,cash,,3.04,Hot Chocolate
2024-04-16,08:25,card,ANON-4426,3.89,Flat White
2024-04-16,08:36,card,ANON-1322,3.13,Cortado
2024-04-16,08:42,card,ANON-2861,3.54,Cappuccino
2024-04-16,09:23,cash,,3.01,Hot Chocolate
2024-04-16,09:27,card,ANON-5786,2.48,Americano
2024-04-16,09:41,card,ANON-9741,3.81,Latte
2024-04-16,09:54,cash,,2.49,Americano
2024-04-16,10:50,card,ANON-4248,3.2,Cortado
2024-04-16,11:19,card,ANON-3486,3.05,Hot Chocolate
2024-04-16,11:45,card,ANON-8004,3.06,Hot Chocolate
2024-04-16,11:48,card,ANON-4302,3.68,Latte
2024-04-16,12:24,card,ANON-5989,3.81,Latte
2024-04-16,13:50,card,ANON-9881,3.06,Hot Chocolate
2024-04-16,14:22,card,ANON-7616,3.9,Flat White
2024-04-16,14:24,card,ANON-9537,2.45,Americano
2024-04-17,06:32,cash,,3.52,Cappuccino
2024-04-17,06:57,card,ANON-6068,3.89,Flat White
2024-04-17,07:13,cash,,2.05,Espresso
2024-04-17,08:02,card,ANON-9180,3.03,Hot Chocolate
2024-04-17,08:26,card,ANON-8710,2.48,Americano
2024-04-17,08:27,card,ANON-4019,3.69,Latte
2024-04-17,08:46,card,ANON-6893,1.93,Espresso
2024-04-17,09:11,card,ANON-2628,3.37,Cappuccino
2024-04-17,09:21,card,ANON-8533,2.5,Americano
2024-04-17,09:40,card,ANON-9595,2.41,Americano
2024-04-17,09:41,card,ANON-6244,3.92,Flat White
2024-04-17,09:59,card,ANON-6042,3.49,Cappuccino
2024-04-17,10:02,card,ANON-5753,1.99,Espresso
2024-04-17,10:31,card,ANON-4569,2.52,Americano
2024-04-17,11:01,cash,,2.48,Americano
2024-04-17,11:22,card,ANON-8013,3.27,Cortado
2024-04-17,11:50,cash,,2.5,Americano
2024-04-17,12:32,card,ANON-5568,3.84,Latte
2024-04-17,19:57,card,ANON-4538,3.49,Cappuccino
2024-04-18,06:45,card,ANON-8714,3.48,Cappuccino
2024-04-18,07:25,card,ANON-1695,3.88,Flat White
2024-04-18,08:43,card,ANON-8911,3.74,Latte
2024-04-18,10:57,card,ANON-4264,3.0,Hot Chocolate
2024-04-19,06:42,card,ANON-8994,2.0,Espresso
2024-04-19,06:42,card,ANON-6833,3.95,Flat White
2024-04-19,09:47,card,ANON-2196,3.86,Flat White
2024-04-19,10:32,card,ANON-3865,2.48,Americano
2024-04-19,12:09,card,ANON-9703,3.02,Hot Chocolate
2024-04-19,13:44,card,ANON-7174,3.57,Cappuccino
2024-04-19,13:52,cash,,2.42,Americano
2024-04-19,15:36,card,ANON-2861,2.51,Americano
2024-04-20,07:11,card,ANON-6230,3.49,Cappuccino
2024-04-20,08:14,card,ANON-9072,2.16,Espresso
2024-04-20,08:42,card,ANON-3398,2.53,Americano
2024-04-20,08:58,card,ANON-7632,2.54,Americano
2024-04-20,09:15,card,ANON-7468,2.42,Americano
2024-04-20,09:29,card,ANON-8583,3.46,Cappuccino
2024-04-20,09:42,card,ANON-1628,3.84,Flat White
2024-04-20,09:42,card,ANON-7273,3.5,Cappuccino
2024-04-20,10:05,card,ANON-1344,3.76,Latte
2024-04-20,10:55,card,ANON-3576,2.55,Americano
2024-04-20,11:35,card,ANON-8611,3.76,Latte
2024-04-20,12:17,cash,,3.06,Hot Chocolate
2024-04-21,07:21,cash,,3.84,Flat White
2024-04-21,07:36,card,ANON-8538,3.97,Flat White
2024-04-21,08:08,card,ANON-4221,3.85,Latte
2024-04-21,09:51,card,ANON-8322,3.28,Cortado
2024-04-21,10:30,card,ANON-6374,3.82,Latte
2024-04-21,11:25,cash,,3.88,Latte
2024-04-21,11:26,card,ANON-9138,3.4,Cappuccino
2024-04-21,11:46,card,ANON-1629,2.38,Americano
2024-04-21,12:46,card,ANON-3059,2.44,Americano
2024-04-21,13:01,card,ANON-5580,1.93,Espresso
2024-04-21,13:43,card,ANON-4962,3.83,Latte
2024-04-21,14:52,cash,,3.85,Flat White
2024-04-22,07:56,card,ANON-3999,3.23,Cortado
2024-04-22,09:23,card,ANON-8338,3.84,Flat White
2024-04-22,09:30,card,ANON-5417,3.79,Latte
2024-04-22,09:31,cash,,3.11,Hot Chocolate
2024-04-22,09:51,card,ANON-2793,2.54,Americano
